,Descriptions,Amount,Category,date,customer_id,type,month,fraud_type,is_scammed,is_scam_transaction
7640,ATM Withdrawal - VWX Bank ATM,70.0,Cash Withdrawal,2023-11-28,19544,spending,November,none,1,0.0
7641,Food Basics,30.0,Groceries,2023-11-29,19544,spending,November,none,1,0.0
7642,Restaurant Dinner - Date Night,90.0,Dining Out,2023-11-30,19544,spending,November,none,1,0.0
7643,Amazon.com - Online Shopping,120.99,Online Shopping,2023-11-30,19544,spending,November,none,1,0.0
7644,ATM Withdrawal - XYZ Bank Branch,100.0,Cash Withdrawal,2023-11-30,19544,spending,November,none,1,0.0
7645,Rent Payment - Apt #303,1500.0,Housing,2023-12-01,19544,spending,December,none,1,0.0
7646,Direct Deposit - Your Company Payroll,10774.551739340586,Income,2023-12-01,19544,income,December,none,1,0.0
7647,Home Improvement - Paint and Supplies,110.75,Home Improvement,2023-12-01,19544,spending,December,none,1,0.0
7648,Transfer to Emergency Fund,200.0,Transfers,2023-12-01,19544,spending,December,none,1,0.0
7649,Gas Station - Fuel Purchase,45.6,Transportation,2023-12-01,19544,spending,December,none,1,0.0
7650,Mobile Phone Bill Payment - Mobile Co.,45.0,Utilities,2023-12-01,19544,spending,December,none,1,0.0
7651,ATM Withdrawal - XYZ Bank Branch,100.0,Cash Withdrawal,2023-12-02,19544,spending,December,none,1,0.0
7652,Verizon Wireless - Monthly Phone Bill,75.5,Utilities,2023-12-02,19544,spending,December,none,1,0.0
7653,Utilities Payment - Water and Sewer,60.75,Utilities,2023-12-03,19544,spending,December,none,1,0.0
7654,Transfer to Investment Account,500.0,Transfers,2023-12-03,19544,spending,December,none,1,0.0
7655,Transfer to Vacation Fund,400.0,Transfers,2023-12-03,19544,spending,December,none,1,0.0
7656,Online Retailer - Electronics Purchase,199.99,Online Shopping,2023-12-03,19544,spending,December,none,1,0.0
7657,ATM Withdrawal - XYZ Bank Branch,100.0,Cash Withdrawal,2023-12-03,19544,spending,December,none,1,0.0
7658,Transfer from Savings to Checking,250.0,Transfers,2023-12-04,19544,spending,December,none,1,0.0
7659,Transfer from Checking to Savings,150.0,Transfers,2023-12-05,19544,spending,December,none,1,0.0
7660,ATM Withdrawal - XYZ Bank ATM,70.0,Cash Withdrawal,2023-12-05,19544,spending,December,none,1,0.0
7661,Shaw's,40.0,Groceries,2023-12-05,19544,spending,December,none,1,0.0
7662,Transfer to Vacation Fund,350.0,Transfers,2023-12-06,19544,spending,December,none,1,0.0
7663,ATM Withdrawal - JKL Bank ATM,100.0,Cash Withdrawal,2023-12-07,19544,spending,December,none,1,0.0
7664,Walmart Grocery,60.0,Groceries,2023-12-07,19544,spending,December,none,1,0.0
7665,ATM Withdrawal - GHI Bank ATM,70.0,Cash Withdrawal,2023-12-07,19544,spending,December,none,1,0.0
7666,Decathlon - Sportswear Shopping,60.0,Shopping,2023-12-08,19544,spending,December,none,1,0.0
7667,Hematology Clinic - Blood Disorder Consultation,160.0,Healthcare,2023-12-08,19544,spending,December,none,1,0.0
7668,Restaurant - Dinner with Friends,100.0,Dining Out,2023-12-08,19544,spending,December,none,1,0.0
7669,Credit Card Payment - Visa **** 7890,85.25,Credit Card Payment,2023-12-08,19544,spending,December,none,1,0.0
7670,Home Improvement - Home Depot,110.45,Home Improvement,2023-12-09,19544,spending,December,none,1,0.0
7671,Amazon Prime Membership Renewal,12.99,Online Shopping,2023-12-09,19544,spending,December,none,1,0.0
7672,ATM Withdrawal - VWX Bank ATM,70.0,Cash Withdrawal,2023-12-09,19544,spending,December,none,1,0.0
7673,Credit Card Payment - Mastercard **** 5678,150.0,Credit Card Payment,2023-12-10,19544,spending,December,none,1,0.0
7674,Online Shopping - Amazon,79.99,Online Shopping,2023-12-11,19544,spending,December,none,1,0.0
7675,Coffee Shop - Afternoon Pick-Me-Up,5.75,Dining Out,2023-12-11,19544,spending,December,none,1,0.0
7676,ATM Withdrawal - PQR Bank ATM,70.0,Cash Withdrawal,2023-12-11,19544,spending,December,none,1,0.0
7677,Dining Out - Restaurant Name,65.75,Dining Out,2023-12-12,19544,spending,December,none,1,0.0
7678,ATM Withdrawal - ABC Bank ATM,60.0,Cash Withdrawal,2023-12-14,19544,spending,December,none,1,0.0
7679,Reproductive Health Center - Fertility Consultation,120.0,Healthcare,2023-12-14,19544,spending,December,none,1,0.0
7680,Food Basics,30.0,Groceries,2023-12-14,19544,spending,December,none,1,0.0
7681,Chase Credit Card Payment - Visa **** 1234,350.25,Credit Card Payment,2023-12-17,19544,spending,December,none,1,0.0
7682,Charlotte Russe - Affordable Apparel,30.0,Shopping,2023-12-17,19544,spending,December,none,1,0.0
7683,Car Loan Payment - Auto Finance Inc.,300.0,Loan Payment,2023-12-18,19544,spending,December,none,1,0.0
7684,Gas Station - Fuel Purchase,40.75,Transportation,2023-12-18,19544,spending,December,none,1,0.0
7685,Grocery Shopping - Supermart,56.75,Groceries,2023-12-18,19544,spending,December,none,1,0.0
7686,Credit Card Payment - Mastercard **** 5678,135.5,Credit Card Payment,2023-12-18,19544,spending,December,none,1,0.0
7687,Fuel Purchase - Gas Station,46.4,Transportation,2023-12-20,19544,spending,December,none,1,0.0
7688,Wegmans,60.0,Groceries,2023-12-20,19544,spending,December,none,1,0.0
7689,Uniqlo - Everyday Wear,40.0,Shopping,2023-12-20,19544,spending,December,none,1,0.0
7690,ATM Withdrawal - MNO Bank ATM,80.0,Cash Withdrawal,2023-12-21,19544,spending,December,none,1,0.0
7691,Transfer to Vacation Fund,400.0,Transfers,2023-12-24,19544,spending,December,none,1,0.0
7692,Whole Foods Market - Grocery Shopping,50.75,Groceries,2023-12-24,19544,spending,December,none,1,0.0
7693,Fast Food - Lunch Combo,10.5,Dining Out,2023-12-24,19544,spending,December,none,1,0.0
7694,Uniqlo - Affordable Denim,35.0,Shopping,2023-12-24,19544,spending,December,none,1,0.0
7695,IGA,40.0,Groceries,2023-12-24,19544,spending,December,none,1,0.0
7696,Online Retailer - Electronics Purchase,199.99,Online Shopping,2023-12-25,19544,spending,December,none,1,0.0
7697,Amazon Prime Membership Renewal,12.99,Online Shopping,2023-12-26,19544,spending,December,none,1,0.0
7698,Safeway,50.0,Groceries,2023-12-26,19544,spending,December,none,1,0.0
7699,Food City,45.0,Groceries,2023-12-27,19544,spending,December,none,1,0.0
7700,Transfer from Checking to Savings,200.0,Transfers,2023-12-28,19544,spending,December,none,1,0.0
7701,Credit Card Payment - Mastercard **** 5678,135.0,Credit Card Payment,2023-12-29,19544,spending,December,none,1,0.0
7702,ATM Withdrawal - DEF Bank ATM,90.0,Cash Withdrawal,2023-12-29,19544,spending,December,none,1,0.0
7703,ATM Withdrawal - JKL Bank ATM,90.0,Cash Withdrawal,2023-12-31,19544,spending,December,none,1,0.0
7704,Transfer to Investment Account,400.0,Transfers,2023-12-31,19544,spending,December,none,1,0.0
7705,ATM Withdrawal - MNO Bank ATM,80.0,Cash Withdrawal,2023-12-31,19544,spending,December,none,1,0.0
7706,Rent Payment - Apt #303,1500.0,Housing,2024-01-01,19544,spending,January,none,1,0.0
7707,Direct Deposit - Your Company Payroll,10774.551739340586,Income,2024-01-01,19544,income,January,none,1,0.0
7708,Mobile Phone Bill Payment - Mobile Co.,45.0,Utilities,2024-01-01,19544,spending,January,none,1,0.0
7709,Smart & Final,35.0,Groceries,2024-01-02,19544,spending,January,none,1,0.0
7710,ATM Withdrawal - XYZ Bank Branch,100.0,Cash Withdrawal,2024-01-02,19544,spending,January,none,1,0.0
7711,Transfer from Savings to Checking,250.0,Transfers,2024-01-02,19544,spending,January,none,1,0.0
7712,Verizon Wireless - Monthly Phone Bill,75.5,Utilities,2024-01-02,19544,spending,January,none,1,0.0
7713,Utilities Payment - Water and Sewer,60.75,Utilities,2024-01-03,19544,spending,January,none,1,0.0
7714,Transfer from Checking to Savings,150.0,Transfers,2024-01-04,19544,spending,January,none,1,0.0
7715,Tesco,55.0,Groceries,2024-01-04,19544,spending,January,none,1,0.0
7716,Coffee Shop - Afternoon Pick-Me-Up,5.75,Dining Out,2024-01-04,19544,spending,January,none,1,0.0
7717,ATM Withdrawal - VWX Bank ATM,70.0,Cash Withdrawal,2024-01-06,19544,spending,January,none,1,0.0
7718,Electronics Store - Gadget Purchase,180.75,Electronics,2024-01-06,19544,spending,January,none,1,0.0
7719,BJ's Wholesale Club,70.0,Groceries,2024-01-06,19544,spending,January,none,1,0.0
7720,Credit Card Payment - Discover **** 9012,120.5,Credit Card Payment,2024-01-06,19544,spending,January,none,1,0.0
7721,WinCo Foods,40.0,Groceries,2024-01-06,19544,spending,January,none,1,0.0
7722,Fuel Purchase - Gas Station,40.75,Transportation,2024-01-06,19544,spending,January,none,1,0.0
7723,Walmart Grocery,60.0,Groceries,2024-01-08,19544,spending,January,none,1,0.0
7724,Walmart - Affordable Shopping,45.0,Shopping,2024-01-09,19544,spending,January,none,1,0.0
7725,Interest Earned - Savings Account,10.8,Interest,2024-01-11,19544,spending,January,none,1,0.0
7726,ATM Withdrawal - JKL Bank ATM,100.0,Cash Withdrawal,2024-01-13,19544,spending,January,none,1,0.0
7727,ATM Withdrawal - XYZ Bank Branch,100.0,Cash Withdrawal,2024-01-14,19544,spending,January,none,1,0.0
7728,Fast Food - Dinner Combo,15.25,Dining Out,2024-01-15,19544,spending,January,none,1,0.0
7729,Credit Card Payment - American Express **** 5678,175.0,Credit Card Payment,2024-01-15,19544,spending,January,none,1,0.0
7730,Home Improvement - Home Depot,110.45,Home Improvement,2024-01-15,19544,spending,January,none,1,0.0
7731,Forever 21 - Accessories,15.0,Shopping,2024-01-15,19544,spending,January,none,1,0.0
7732,ATM Withdrawal - GHI Bank ATM,70.0,Cash Withdrawal,2024-01-15,19544,spending,January,none,1,0.0
7733,Transfer from Checking to Savings,150.0,Transfers,2024-01-16,19544,spending,January,none,1,0.0
7734,Car Loan Payment - Auto Finance Inc.,300.0,Loan Payment,2024-01-16,19544,spending,January,none,1,0.0
7735,ATM Withdrawal - PQR Bank ATM,70.0,Cash Withdrawal,2024-01-16,19544,spending,January,none,1,0.0
7736,ATM Withdrawal - ABC Bank ATM,60.0,Cash Withdrawal,2024-01-16,19544,spending,January,none,1,0.0
7737,Kroger,40.0,Groceries,2024-01-16,19544,spending,January,none,1,0.0
7738,Coffee Shop - Morning Brew,4.75,Dining Out,2024-01-18,19544,spending,January,none,1,0.0
7739,ATM Withdrawal - MNO Bank ATM,80.0,Cash Withdrawal,2024-01-19,19544,spending,January,none,1,0.0
7740,Food Basics,30.0,Groceries,2024-01-19,19544,spending,January,none,1,0.0
7741,Zalando - Affordable Online Shopping,45.0,Shopping,2024-01-19,19544,spending,January,none,1,0.0
7742,Credit Card Payment - Mastercard **** 2345,120.25,Credit Card Payment,2024-01-20,19544,spending,January,none,1,0.0
7743,New Balance - Affordable Sportswear,45.0,Shopping,2024-01-20,19544,spending,January,none,1,0.0
7744,Online Retailer - Clothing Purchase,75.99,Online Shopping,2024-01-21,19544,spending,January,none,1,0.0
7745,ATM Withdrawal - DEF Bank ATM,90.0,Cash Withdrawal,2024-01-23,19544,spending,January,none,1,0.0
7746,Transfer from Savings to Checking,500.0,Transfers,2024-01-24,19544,spending,January,none,1,0.0
7747,Grocery Shopping - Fresh Mart,45.3,Groceries,2024-01-24,19544,spending,January,none,1,0.0
7748,Transfer to Investment Account,400.0,Transfers,2024-01-25,19544,spending,January,none,1,0.0
7749,Transfer from Savings to Checking - Emergency Fund,500.0,Transfers,2024-01-26,19544,spending,January,none,1,0.0
7750,Fuel Purchase - Gas Station,43.25,Transportation,2024-01-26,19544,spending,January,none,1,0.0
7751,Transfer to Vacation Fund,350.0,Transfers,2024-01-26,19544,spending,January,none,1,0.0
7752,Coffee Shop - Latte and Croissant,6.75,Dining Out,2024-01-26,19544,spending,January,none,1,0.0
7753,Online Retailer - Electronics Purchase,299.99,Online Shopping,2024-01-26,19544,spending,January,none,1,0.0
7754,Online Shopping - Apparel,69.99,Online Shopping,2024-01-27,19544,spending,January,none,1,0.0
7755,Transfer to Vacation Fund,350.0,Transfers,2024-01-27,19544,spending,January,none,1,0.0
7756,Immunization Clinic - Vaccinations,50.0,Healthcare,2024-01-27,19544,spending,January,none,1,0.0
7757,Plastic Surgery Center - Cosmetic Procedure,300.0,Healthcare,2024-01-27,19544,spending,January,none,1,0.0
7758,Home Improvement - Renovation Supplies,120.3,Home Improvement,2024-01-30,19544,spending,January,none,1,0.0
7759,Gas Station - Fuel Purchase,40.45,Transportation,2024-01-30,19544,spending,January,none,1,0.0
7760,Coles,55.0,Groceries,2024-01-30,19544,spending,January,none,1,0.0
7761,Grocery Shopping - Super Value Mart,55.25,Groceries,2024-01-30,19544,spending,January,none,1,0.0
7762,Online Retailer - Outdoor Gear,179.99,Online Shopping,2024-01-30,19544,spending,January,none,1,0.0
7763,Monthly Service Fee - Bank Account,10.0,Bank Fees,2024-01-30,19544,spending,January,none,1,0.0
7764,Transfer to Investment Account,500.0,Transfers,2024-01-31,19544,spending,January,none,1,0.0
7765,ATM Withdrawal - MNO Bank ATM,80.0,Cash Withdrawal,2024-01-31,19544,spending,January,none,1,0.0
7766,Credit Card Payment - Visa **** 4567,95.75,Credit Card Payment,2024-01-31,19544,spending,January,none,1,0.0
7767,ATM Withdrawal - JKL Bank ATM,90.0,Cash Withdrawal,2024-01-31,19544,spending,January,none,1,0.0
7768,Rent Payment - Apt #303,1500.0,Housing,2024-02-01,19544,spending,February,none,1,0.0
7769,Mobile Phone Bill Payment - Mobile Co.,45.0,Utilities,2024-02-01,19544,spending,February,none,1,0.0
7770,Direct Deposit - Your Company Payroll,10774.551739340586,Income,2024-02-01,19544,income,February,none,1,0.0
7771,ATM Withdrawal - DEF Bank ATM,80.0,Cash Withdrawal,2024-02-02,19544,spending,February,none,1,0.0
7772,Verizon Wireless - Monthly Phone Bill,75.5,Utilities,2024-02-02,19544,spending,February,none,1,0.0
7773,ATM Withdrawal - PQR Bank ATM,70.0,Cash Withdrawal,2024-02-02,19544,spending,February,none,1,0.0
7774,Transfer to Emergency Fund,200.0,Transfers,2024-02-02,19544,spending,February,none,1,0.0
7775,Online Shopping - Tech Accessories,59.99,Online Shopping,2024-02-02,19544,spending,February,none,1,0.0
7776,Utilities Payment - Water and Sewer,60.75,Utilities,2024-02-03,19544,spending,February,none,1,0.0
7777,Target - Back-to-School Shopping,50.0,Shopping,2024-02-03,19544,spending,February,none,1,0.0
7778,Gynecologic Surgery - Surgical Procedure,300.0,Healthcare,2024-02-03,19544,spending,February,none,1,0.0
7779,Home Improvement - Renovation Supplies,120.3,Home Improvement,2024-02-05,19544,spending,February,none,1,0.0
7780,Coles,55.0,Groceries,2024-02-05,19544,spending,February,none,1,0.0
7781,Gas Station - Fuel Purchase,40.45,Transportation,2024-02-06,19544,spending,February,none,1,0.0
7782,Transfer from Savings to Checking,300.0,Transfers,2024-02-06,19544,spending,February,none,1,0.0
7783,Amazon.com - Online Shopping,120.99,Online Shopping,2024-02-06,19544,spending,February,none,1,0.0
7784,ATM Withdrawal - MNO Bank ATM,80.0,Cash Withdrawal,2024-02-06,19544,spending,February,none,1,0.0
7785,Reproductive Health Center - Fertility Consultation,120.0,Healthcare,2024-02-06,19544,spending,February,none,1,0.0
7786,ATM Withdrawal - XYZ Bank Branch,100.0,Cash Withdrawal,2024-02-06,19544,spending,February,none,1,0.0
7787,ATM Withdrawal - ABC Bank ATM,60.0,Cash Withdrawal,2024-02-07,19544,spending,February,none,1,0.0
7788,Transfer to Emergency Fund,200.0,Transfers,2024-02-08,19544,spending,February,none,1,0.0
7789,Transfer to Investment Account,400.0,Transfers,2024-02-08,19544,spending,February,none,1,0.0
7790,Netflix Subscription - Monthly Charge,12.99,Streaming Services,2024-02-09,19544,spending,February,none,1,0.0
7791,Transfer to Vacation Fund,350.0,Transfers,2024-02-09,19544,spending,February,none,1,0.0
7792,Coffee Shop - Latte and Croissant,6.75,Dining Out,2024-02-11,19544,spending,February,none,1,0.0
7793,Tesco,55.0,Groceries,2024-02-11,19544,spending,February,none,1,0.0
7794,Lidl,35.0,Groceries,2024-02-13,19544,spending,February,none,1,0.0
7795,Piggly Wiggly,35.0,Groceries,2024-02-13,19544,spending,February,none,1,0.0
7796,Fuel Purchase - Gas Station,45.6,Transportation,2024-02-13,19544,spending,February,none,1,0.0
7797,Home Improvement Store - DIY Supplies,75.4,Home Improvement,2024-02-13,19544,spending,February,none,1,0.0
7798,Safeway,50.0,Groceries,2024-02-13,19544,spending,February,none,1,0.0
7799,ATM Withdrawal - JKL Bank ATM,90.0,Cash Withdrawal,2024-02-14,19544,spending,February,none,1,0.0
7800,Kroger,40.0,Groceries,2024-02-14,19544,spending,February,none,1,0.0
7801,Credit Card Payment - Visa **** 1234,50.75,Credit Card Payment,2024-02-14,19544,spending,February,none,1,0.0
7802,Dining Out - Restaurant Name,65.75,Dining Out,2024-02-14,19544,spending,February,none,1,0.0
7803,ShopRite,50.0,Groceries,2024-02-15,19544,spending,February,none,1,0.0
7804,Primark - Budget Homeware,25.0,Shopping,2024-02-15,19544,spending,February,none,1,0.0
7805,Online Retailer - Outdoor Gear,179.99,Online Shopping,2024-02-15,19544,spending,February,none,1,0.0
7806,Transfer from Savings to Checking,175.0,Transfers,2024-02-17,19544,spending,February,none,1,0.0
7807,ATM Withdrawal - XYZ Bank Branch,100.0,Cash Withdrawal,2024-02-17,19544,spending,February,none,1,0.0
7808,Restaurant - Dinner with Friends,90.0,Dining Out,2024-02-17,19544,spending,February,none,1,0.0
7809,Interest Earned - Savings Account,10.8,Interest,2024-02-17,19544,spending,February,none,1,0.0
7810,ATM Withdrawal - PQR Bank ATM,80.0,Cash Withdrawal,2024-02-18,19544,spending,February,none,1,0.0
7811,Credit Card Payment - Visa **** 7890,75.25,Credit Card Payment,2024-02-18,19544,spending,February,none,1,0.0
7812,Transfer to Emergency Fund,150.0,Transfers,2024-02-18,19544,spending,February,none,1,0.0
7813,Morrisons,45.0,Groceries,2024-02-20,19544,spending,February,none,1,0.0
7814,Credit Card Payment - Visa **** 7890,85.25,Credit Card Payment,2024-02-20,19544,spending,February,none,1,0.0
7815,Online Retailer - Clothing Purchase,75.99,Online Shopping,2024-02-21,19544,spending,February,none,1,0.0
7816,Transfer from Checking to Savings,150.0,Transfers,2024-02-22,19544,spending,February,none,1,0.0
7817,Transfer from Savings to Checking,250.0,Transfers,2024-02-22,19544,spending,February,none,1,0.0
7818,ATM Withdrawal - VWX Bank ATM,70.0,Cash Withdrawal,2024-02-24,19544,spending,February,none,1,0.0
7819,Credit Card Payment - Mastercard **** 5678,135.0,Credit Card Payment,2024-02-25,19544,spending,February,none,1,0.0
7820,Kmart Super Centers,50.0,Groceries,2024-02-25,19544,spending,February,none,1,0.0
7821,Coffee Shop - Afternoon Pick-Me-Up,5.75,Dining Out,2024-02-25,19544,spending,February,none,1,0.0
7822,Zara - Clothing Purchase,150.0,Shopping,2024-02-25,19544,spending,February,none,1,0.0
7823,ATM Withdrawal - STU Bank ATM,100.0,Cash Withdrawal,2024-02-25,19544,spending,February,none,1,0.0
7824,Online Shopping - Electronics,149.99,Online Shopping,2024-02-25,19544,spending,February,none,1,0.0
7825,Food Lion,45.0,Groceries,2024-02-27,19544,spending,February,none,1,0.0
7826,ATM Withdrawal - XYZ Bank ATM,70.0,Cash Withdrawal,2024-02-27,19544,spending,February,none,1,0.0
